1100000000000,0,11,
1100000000000,0,5, 32, 
1100000000000,1,29,
1100000000000,1,2, 
0110000000000,0,39,
0110000000000,0,21, 
0110000000000,1,40,
0110000000000,1,21, 
1001000000000,0,6,
1001000000000,0,18, 
0011000000000,0,3,
0011000000000,0,1, 
0011000000000,1,44,
0011000000000,1,7, 
0011000000000,2,49,
0011000000000,2,48, 
1000100000000,0,2,
1000100000000,0,18, 
1000100000000,1,23,
1000100000000,1,43, 
1000100000000,2,31,
1000100000000,2,18, 
1000100000000,3,47,
1000100000000,3,39, 
0100100000000,0,24,
0100100000000,0,21, 
0010100000000,0,43,
0010100000000,0,34, 
0010100000000,1,44,
0010100000000,1,6, 
0001100000000,0,7,
0001100000000,0,6, 
0001100000000,1,49,
0001100000000,1,22, 28, 
0011100000000,0,44,7,
0011100000000,0,6, 
0100010000000,0,3,
0100010000000,0,38, 
0010010000000,0,28,
0010010000000,0,21, 31, 42, 
0000110000000,0,10,
0000110000000,0,16, 
0000110000000,1,23,
0000110000000,1,34, 
0000110000000,2,45,
0000110000000,2,47, 
1000001000000,0,30,
1000001000000,0,33, 
1000001000000,1,38,
1000001000000,1,0, 7, 20, 28, 46, 
0000011000000,0,43,
0000011000000,0,30, 
1000000010000,0,11,
1000000010000,0,17, 
1000000010000,1,29,
1000000010000,1,3, 9, 
0100000010000,0,1,
0100000010000,0,13, 
0100000010000,1,2,
0100000010000,1,3, 9, 
0100000010000,2,5,
0100000010000,2,17, 
0100000010000,3,12,
0100000010000,3,14, 
0100000010000,4,13,
0100000010000,4,27, 
0100000010000,5,14,
0100000010000,5,14, 
0100000010000,6,32,
0100000010000,6,17, 
0010000010000,0,40,
0010000010000,0,35, 
0010000010000,1,41,
0010000010000,1,35, 
0001000010000,0,14,
0001000010000,0,37, 
0001000010000,1,17,
0001000010000,1,37, 
0001000010000,2,40,
0001000010000,2,40, 
0000100010000,0,1,
0000100010000,0,34, 
0000100010000,1,14,
0000100010000,1,4, 
0000100010000,2,17,
0000100010000,2,6, 
0000100010000,3,45,
0000100010000,3,15, 
0000010010000,0,12,
0000010010000,0,11, 
0000010010000,1,36,
0000010010000,1,21, 
0000010010000,2,40,
0000010010000,2,26, 
0000010010000,3,47,
0000010010000,3,15, 
1000000001000,0,2,
1000000001000,0,2, 48, 
1000000001000,1,6,
1000000001000,1,10, 11, 
1000000001000,2,11,
1000000001000,2,39, 
1000000001000,3,16,
1000000001000,3,0, 29, 36, 42, 
1000000001000,4,31,
1000000001000,4,2, 48, 
0100000001000,0,1,
0100000001000,0,26, 
0100000001000,1,5,
0100000001000,1,39, 
0100000001000,2,13,
0100000001000,2,24, 35, 
0100000001000,3,32,
0100000001000,3,39, 
0010000001000,0,28,
0010000001000,0,38, 40, 
0001000001000,0,4,
0001000001000,0,30, 
0001000001000,1,18,
0001000001000,1,10, 11, 
0001000001000,2,40,
0001000001000,2,13, 14, 17, 
0000100001000,0,18,
0000100001000,0,2, 48, 
0000010001000,0,21,
0000010001000,0,38, 40, 
0000010001000,1,24,
0000010001000,1,8, 9, 20, 
0000010001000,2,31,
0000010001000,2,38, 40, 
0000010001000,3,40,
0000010001000,3,15, 21, 45, 
0000010001000,4,42,
0000010001000,4,38, 40, 
0000001001000,0,10,
0000001001000,0,12, 
0000001001000,1,11,
0000001001000,1,12, 
0000001001000,2,12,
0000001001000,2,41, 
0000001001000,3,16,
0000001001000,3,41, 
0000001001000,4,18,
0000001001000,4,41, 
0000001001000,5,21,
0000001001000,5,41, 
0000001001000,6,32,
0000001001000,6,41, 
0000001001000,7,36,
0000001001000,7,41, 
0000001001000,8,37,
0000001001000,8,41, 
0000001001000,9,40,
0000001001000,9,41, 
0000001001000,10,44,
0000001001000,10,41, 
0000000011000,0,13,
0000000011000,0,26, 
0000000011000,1,17,
0000000011000,1,39, 
0000000011000,2,26,
0000000011000,2,15, 21, 45, 
0000000011000,3,27,
0000000011000,3,24, 35, 
0000000011000,4,40,
0000000011000,4,13, 14, 17, 
1000000011000,0,11,17,
1000000011000,0,39, 
0100000011000,0,1,13,
0100000011000,0,26, 
0100000011000,1,5,17,
0100000011000,1,39, 
0100000011000,2,13,27,
0100000011000,2,24, 35, 
0100000011000,3,32,17,
0100000011000,3,39, 
0001000011000,0,40,40,
0001000011000,0,13, 14, 17, 
0000010011000,0,40,26,
0000010011000,0,15, 21, 45, 
0100000000100,0,6,
0100000000100,0,27, 
0100000000100,1,16,
0100000000100,1,27, 
0100000000100,2,19,
0100000000100,2,42, 
0100000000100,3,24,
0100000000100,3,9, 
0010000000100,0,44,
0010000000100,0,36, 
0001000000100,0,7,
0001000000100,0,36, 
0001000000100,1,26,
0001000000100,1,24, 
0000100000100,0,6,
0000100000100,0,36, 
0000100000100,1,20,
0000100000100,1,40, 
0000100000100,2,21,
0000100000100,2,9, 
0000100000100,3,37,
0000100000100,3,18, 
0000100000100,4,44,
0000100000100,4,6, 
0000010000100,0,5,
0000010000100,0,47, 
0000010000100,1,29,
0000010000100,1,12, 
0000000010100,0,12,
0000000010100,0,5, 
0000000010100,1,28,
0000000010100,1,49, 
0000000010100,2,42,
0000000010100,2,49, 
0000000001100,0,31,
0000000001100,0,13, 
1000000000010,0,15,
1000000000010,0,46, 
1000000000010,1,30,
1000000000010,1,1, 
1000000000010,2,46,
1000000000010,2,31, 
0010000000010,0,28,
0010000000010,0,12, 
0000100000010,0,12,
0000100000010,0,22, 
0000010000010,0,21,
0000010000010,0,12, 
0000010000010,1,31,
0000010000010,1,12, 
0000010000010,2,40,
0000010000010,2,18, 
0000010000010,3,42,
0000010000010,3,12, 
0000001000010,0,5,
0000001000010,0,27, 
0000001000010,1,8,
0000001000010,1,27, 
0000001000010,2,9,
0000001000010,2,27, 
0000001000010,3,10,
0000001000010,3,40, 
0000001000010,4,11,
0000001000010,4,40, 
0000001000010,5,22,
0000001000010,5,27, 
0000001000010,6,25,
0000001000010,6,27, 
0000001000010,7,33,
0000001000010,7,1, 
0000001000010,8,38,
0000001000010,8,27, 
0000001000010,9,39,
0000001000010,9,27, 
0000001000010,10,47,
0000001000010,10,27, 
0000001000010,11,48,
0000001000010,11,44, 
0000000010010,0,26,
0000000010010,0,18, 
0000000010010,1,32,
0000000010010,1,49, 
0000000010010,2,48,
0000000010010,2,29, 
0000000001010,0,12,
0000000001010,0,40, 
0000000001010,1,15,
0000000001010,1,18, 
0000000001010,2,21,
0000000001010,2,18, 
0000000001010,3,27,
0000000001010,3,9, 
0000000001010,4,38,
0000000001010,4,12, 
0000000001010,5,40,
0000000001010,5,12, 
0000000001010,6,45,
0000000001010,6,18, 
0000000000110,0,8,
0000000000110,0,14, 
0000000000110,1,32,
0000000000110,1,10, 
1000000000001,0,2,
1000000000001,0,18, 24, 25, 33, 35, 40, 
1000000000001,1,31,
1000000000001,1,18, 24, 25, 33, 35, 40, 
1000000000001,2,38,
1000000000001,2,14, 37, 
1000000000001,3,47,
1000000000001,3,46, 
0010000000001,0,43,
0010000000001,0,49, 
0010000000001,1,44,
0010000000001,1,23, 38, 
0001000000001,0,7,
0001000000001,0,23, 38, 
0001000000001,1,30,
0001000000001,1,21, 
0000100000001,0,6,
0000100000001,0,23, 38, 
0000100000001,1,12,
